Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,BookingDateTime,Booking_Hour,Day_Name,Day_Type,Month_Name,Data_Validity_Flag,Driver_Rating_Clean,Customer_Rating_Clean,Distance_Validity,Revenue_Validity,Peak_Flag
7/8/2024,1:53:17 PM,"""CNR9795191""",Cancelled by Driver,"""CID7143989""",Go Sedan,Kashmere Gate ISBT,Jama Masjid,9.8,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,7/8/2024 1:53:00 PM,13,Monday,Weekday,July,Valid,0,0,Valid,Valid,Non-Peak
8/19/2024,2:05:34 PM,"""CNR6845177""",Completed,"""CID2910913""",Go Mini,Civil Lines Gurgaon,Sarai Kale Khan,7,17.9,null,null,null,null,null,null,935,32.46,4.4,3.9,Uber Wallet,8/19/2024 2:05:00 PM,14,Monday,Weekday,August,Invalid,4.4,3.9,Invalid,Valid,Non-Peak
5/13/2024,7:07:57 PM,"""CNR6115510""",Completed,"""CID8805139""",Auto,IGNOU Road,Tughlakabad,6.1,24,null,null,null,null,null,null,566,11.44,4.8,3.7,Debit Card,5/13/2024 7:07:00 PM,19,Monday,Weekday,May,Invalid,4.8,3.7,Invalid,Valid,Peak
2/28/2024,3:56:29 PM,"""CNR6859535""",Completed,"""CID2960838""",Bike,Sultanpur,Netaji Subhash Place,9.6,34.6,null,null,null,null,null,null,459,42.18,3.7,3.7,Credit Card,2/28/2024 3:56:00 PM,15,Wednesday,Weekday,February,Invalid,3.7,3.7,Invalid,Valid,Non-Peak
3/5/2024,1:01:21 PM,"""CNR2514823""",Cancelled by Customer,"""CID8542583""",Auto,Laxmi Nagar,Lok Kalyan Marg,13.3,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,3/5/2024 1:01:00 PM,13,Tuesday,Weekday,March,Valid,0,0,Valid,Valid,Non-Peak
11/10/2024,10:53:47 AM,"""CNR5197106""",Cancelled by Driver,"""CID9447069""",Go Sedan,Dilshad Garden,Maidan Garhi,11.1,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,11/10/2024 10:53:00 AM,10,Sunday,Weekend,November,Valid,0,0,Valid,Valid,Peak
6/10/2024,5:20:23 PM,"""CNR5958707""",Completed,"""CID9250719""",Go Mini,South Extension,Sultanpur,5.2,18.3,null,null,null,null,null,null,401,40.16,4.1,4.2,UPI,6/10/2024 5:20:00 PM,17,Monday,Weekday,June,Invalid,4.1,4.2,Invalid,Valid,Peak
7/13/2024,8:13:00 PM,"""CNR7438691""",Completed,"""CID6640597""",Uber XL,Tis Hazari,Noida Film City,4.7,34.8,null,null,null,null,null,null,509,4.01,4.3,4.9,Cash,7/13/2024 8:13:00 PM,20,Saturday,Weekend,July,Invalid,4.3,4.9,Invalid,Valid,Peak
7/13/2024,8:57:24 AM,"""CNR4717203""",Cancelled by Driver,"""CID4019303""",Go Mini,Nawada,Ardee City,9.8,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,7/13/2024 8:57:00 AM,8,Saturday,Weekend,July,Valid,0,0,Valid,Valid,Peak
1/16/2024,2:31:09 AM,"""CNR3871982""",Completed,"""CID3385226""",eBike,Basai Dhankot,Chirag Delhi,10.3,41.2,null,null,null,null,null,null,905,15.59,4.9,4.6,UPI,1/16/2024 2:31:00 AM,2,Tuesday,Weekday,January,Invalid,4.9,4.6,Invalid,Valid,Non-Peak
5/30/2024,4:19:02 PM,"""CNR7276252""",Completed,"""CID4805819""",Go Mini,GTB Nagar,Ghitorni,10.8,16.5,null,null,null,null,null,null,312,47.72,4.7,4.2,Cash,5/30/2024 4:19:00 PM,16,Thursday,Weekday,May,Invalid,4.7,4.2,Invalid,Valid,Non-Peak
7/4/2024,5:14:35 PM,"""CNR8591450""",No Driver Found,"""CID5485762""",Bike,Vatika Chowk,Inderlok,null,null,null,null,null,null,null,null,0,0,null,null,null,7/4/2024 5:14:00 PM,17,Thursday,Weekday,July,Invalid,0,0,Invalid,Valid,Peak
5/9/2024,9:16:04 AM,"""CNR2118165""",Completed,"""CID4254404""",Auto,Meerut,Gurgaon Railway Station,11.6,20.9,null,null,null,null,null,null,103,34.36,4.2,4.6,UPI,5/9/2024 9:16:00 AM,9,Thursday,Weekday,May,Invalid,4.2,4.6,Invalid,Valid,Peak
2/4/2024,9:29:14 PM,"""CNR1580852""",Completed,"""CID1032196""",Bike,Mundka,Moolchand,7.4,16,null,null,null,null,null,null,425,11.93,4.2,4.3,Cash,2/4/2024 9:29:00 PM,21,Sunday,Weekend,February,Invalid,4.2,4.3,Invalid,Valid,Peak
6/6/2024,5:48:55 PM,"""CNR8400555""",Completed,"""CID7803210""",Premier Sedan,Netaji Subhash Place,Mayur Vihar,11.3,44.8,null,null,null,null,null,null,309,42.82,4.3,4.7,UPI,6/6/2024 5:48:00 PM,17,Thursday,Weekday,June,Invalid,4.3,4.7,Invalid,Valid,Peak
7/30/2024,9:13:50 PM,"""CNR2392283""",Incomplete,"""CID7179926""",Go Mini,MG Road,Old Gurgaon,8.1,22.6,null,null,null,null,1,Other Issue,103,12.63,null,null,UPI,7/30/2024 9:13:00 PM,21,Tuesday,Weekday,July,Valid,0,0,Valid,Valid,Peak
8/23/2024,3:15:50 PM,"""CNR8799283""",Completed,"""CID2914515""",Auto,Netaji Subhash Place,Vatika Chowk,8,23.6,null,null,null,null,null,null,379,43.14,4.3,3.9,UPI,8/23/2024 3:15:00 PM,15,Friday,Weekday,August,Invalid,4.3,3.9,Invalid,Valid,Non-Peak
5/1/2024,6:52:59 PM,"""CNR7692801""",Cancelled by Driver,"""CID4418657""",Auto,Manesar,Malviya Nagar,6.4,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,5/1/2024 6:52:00 PM,18,Wednesday,Weekday,May,Valid,0,0,Valid,Valid,Peak
3/18/2024,5:22:40 PM,"""CNR8406654""",No Driver Found,"""CID3494610""",Auto,Gurgaon Sector 56,Greater Noida,null,null,null,null,null,null,null,null,0,0,null,null,null,3/18/2024 5:22:00 PM,17,Monday,Weekday,March,Invalid,0,0,Invalid,Valid,Peak
9/16/2024,12:20:07 PM,"""CNR5193961""",Completed,"""CID3471193""",Go Mini,Green Park,Udyog Vihar Phase 4,9.6,39.8,null,null,null,null,null,null,623,40.59,4.3,3.8,UPI,9/16/2024 12:20:00 PM,12,Monday,Weekday,September,Invalid,4.3,3.8,Invalid,Valid,Non-Peak
12/25/2024,6:07:10 PM,"""CNR9045710""",Completed,"""CID9382079""",Go Mini,Gwal Pahari,Pitampura,14.3,19.6,null,null,null,null,null,null,743,20.32,4.4,5,Cash,12/25/2024 6:07:00 PM,18,Wednesday,Weekday,December,Invalid,4.4,5,Invalid,Valid,Peak
7/25/2024,2:39:37 PM,"""CNR1884447""",Completed,"""CID3794502""",Premier Sedan,Cyber Hub,Narsinghpur,2.1,23.1,null,null,null,null,null,null,647,48.8,4.4,4.3,Uber Wallet,7/25/2024 2:39:00 PM,14,Thursday,Weekday,July,Invalid,4.4,4.3,Invalid,Valid,Non-Peak
3/4/2024,6:44:28 PM,"""CNR5929425""",Cancelled by Customer,"""CID8229428""",Auto,Noida Sector 62,Jhilmil,14.1,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,3/4/2024 6:44:00 PM,18,Monday,Weekday,March,Valid,0,0,Valid,Valid,Peak
10/30/2024,3:42:37 AM,"""CNR3795914""",Completed,"""CID2036541""",Go Mini,Pataudi Chowk,Golf Course Road,7.3,30.1,null,null,null,null,null,null,1364,42.16,3.4,3.3,Cash,10/30/2024 3:42:00 AM,3,Wednesday,Weekday,October,Invalid,3.4,3.3,Invalid,Valid,Non-Peak
7/24/2024,5:25:09 AM,"""CNR5115903""",Cancelled by Driver,"""CID1437336""",Go Sedan,Satguru Ram Singh Marg,Kaushambi,7.6,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,7/24/2024 5:25:00 AM,5,Wednesday,Weekday,July,Valid,0,0,Valid,Valid,Non-Peak
5/13/2024,5:29:47 PM,"""CNR7223335""",Cancelled by Driver,"""CID9786042""",Go Mini,Badarpur,Ashok Vihar,6.8,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,5/13/2024 5:29:00 PM,17,Monday,Weekday,May,Valid,0,0,Valid,Valid,Peak
9/29/2024,7:08:22 PM,"""CNR3338595""",Completed,"""CID3627391""",Auto,Badshahpur,Vatika Chowk,3.6,24.8,null,null,null,null,null,null,890,47.98,3.6,4.7,UPI,9/29/2024 7:08:00 PM,19,Sunday,Weekend,September,Invalid,3.6,4.7,Invalid,Valid,Peak
12/24/2024,6:06:50 PM,"""CNR1610053""",Completed,"""CID5372274""",Go Sedan,Pragati Maidan,Tilak Nagar,5.1,44,null,null,null,null,null,null,162,46.78,3.8,3.2,Cash,12/24/2024 6:06:00 PM,18,Tuesday,Weekday,December,Invalid,3.8,3.2,Invalid,Valid,Peak
11/23/2024,2:38:02 PM,"""CNR4383491""",Completed,"""CID5404553""",Auto,Jor Bagh,Shivaji Park,14.6,42.3,null,null,null,null,null,null,242,27.68,4.3,4.5,Debit Card,11/23/2024 2:38:00 PM,14,Saturday,Weekend,November,Invalid,4.3,4.5,Invalid,Valid,Non-Peak
2/22/2024,7:18:56 PM,"""CNR4238002""",Completed,"""CID6776646""",Premier Sedan,Sikanderpur,Karkarduma,2.9,44.7,null,null,null,null,null,null,342,27.62,4.6,4.5,UPI,2/22/2024 7:18:00 PM,19,Thursday,Weekday,February,Invalid,4.6,4.5,Invalid,Valid,Peak
1/11/2024,4:19:12 PM,"""CNR2471315""",Completed,"""CID1296895""",Go Mini,Maidan Garhi,Ghitorni Village,5.2,26.2,null,null,null,null,null,null,316,17.92,4,4.7,UPI,1/11/2024 4:19:00 PM,16,Thursday,Weekday,January,Invalid,4,4.7,Invalid,Valid,Non-Peak
8/26/2024,9:41:12 PM,"""CNR7554909""",Completed,"""CID2941890""",Auto,New Colony,RK Puram,2.7,34.6,null,null,null,null,null,null,1286,30.53,4.5,4.2,Uber Wallet,8/26/2024 9:41:00 PM,21,Monday,Weekday,August,Invalid,4.5,4.2,Invalid,Valid,Peak
4/2/2024,2:06:02 PM,"""CNR4559667""",Cancelled by Driver,"""CID2567945""",Auto,Sarojini Nagar,Noida Extension,6.3,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,4/2/2024 2:06:00 PM,14,Tuesday,Weekday,April,Valid,0,0,Valid,Valid,Non-Peak
12/1/2024,4:49:53 PM,"""CNR7943612""",Incomplete,"""CID7051878""",Bike,Gurgaon Sector 56,Samaypur Badli,2.5,18.9,null,null,null,null,1,Vehicle Breakdown,274,14.78,null,null,Credit Card,12/1/2024 4:49:00 PM,16,Sunday,Weekend,December,Valid,0,0,Valid,Valid,Non-Peak
2/5/2024,7:24:59 PM,"""CNR9513281""",No Driver Found,"""CID8578287""",Premier Sedan,Raj Nagar Extension,Paharganj,null,null,null,null,null,null,null,null,0,0,null,null,null,2/5/2024 7:24:00 PM,19,Monday,Weekday,February,Invalid,0,0,Invalid,Valid,Peak
3/6/2024,6:05:10 PM,"""CNR3228885""",Completed,"""CID3480522""",Bike,Manesar,Civil Lines Gurgaon,6.6,29.8,null,null,null,null,null,null,689,45.97,3.9,4.9,UPI,3/6/2024 6:05:00 PM,18,Wednesday,Weekday,March,Invalid,3.9,4.9,Invalid,Valid,Peak
9/22/2024,3:53:15 PM,"""CNR6838313""",Cancelled by Driver,"""CID6286831""",Auto,Azadpur,Connaught Place,5,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,9/22/2024 3:53:00 PM,15,Sunday,Weekend,September,Valid,0,0,Valid,Valid,Non-Peak
7/24/2024,11:28:39 PM,"""CNR7513763""",Cancelled by Driver,"""CID5819264""",eBike,Cyber Hub,IGI Airport,8.4,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,7/24/2024 11:28:00 PM,23,Wednesday,Weekday,July,Valid,0,0,Valid,Valid,Non-Peak
4/24/2024,4:51:55 AM,"""CNR4249572""",Completed,"""CID9658351""",Premier Sedan,Kashmere Gate,Gwal Pahari,4.7,15.6,null,null,null,null,null,null,504,24.06,4.7,5,Uber Wallet,4/24/2024 4:51:00 AM,4,Wednesday,Weekday,April,Invalid,4.7,5,Invalid,Valid,Non-Peak
4/12/2024,9:09:48 AM,"""CNR1730323""",Completed,"""CID1295813""",Go Sedan,Jahangirpuri,Sultanpur,10.8,17.6,null,null,null,null,null,null,231,9.44,4.1,4.5,Uber Wallet,4/12/2024 9:09:00 AM,9,Friday,Weekday,April,Invalid,4.1,4.5,Invalid,Valid,Peak
12/28/2024,3:45:50 AM,"""CNR3316127""",Completed,"""CID1501533""",Premier Sedan,Mansarovar Park,IGNOU Road,15,29.1,null,null,null,null,null,null,824,24.98,4.4,4.2,UPI,12/28/2024 3:45:00 AM,3,Saturday,Weekend,December,Invalid,4.4,4.2,Invalid,Valid,Non-Peak
9/9/2024,9:25:37 PM,"""CNR5001450""",Completed,"""CID4130652""",Uber XL,Khan Market,Tilak Nagar,12.5,15.4,null,null,null,null,null,null,478,10.78,3.9,4.9,Uber Wallet,9/9/2024 9:25:00 PM,21,Monday,Weekday,September,Invalid,3.9,4.9,Invalid,Valid,Peak
3/16/2024,2:26:34 PM,"""CNR2994632""",Completed,"""CID4528348""",Bike,Panipat,Jasola,6.9,29.7,null,null,null,null,null,null,432,40.59,4.4,4.3,Debit Card,3/16/2024 2:26:00 PM,14,Saturday,Weekend,March,Invalid,4.4,4.3,Invalid,Valid,Non-Peak
4/30/2024,11:35:16 AM,"""CNR8349332""",Completed,"""CID1895189""",Bike,Saket,Rohini,6.6,19.1,null,null,null,null,null,null,606,5.75,4.2,4.6,UPI,4/30/2024 11:35:00 AM,11,Tuesday,Weekday,April,Invalid,4.2,4.6,Invalid,Valid,Peak
8/12/2024,4:59:05 PM,"""CNR6785391""",Completed,"""CID3192351""",Auto,Sultanpur,Bahadurgarh,7.5,18.1,null,null,null,null,null,null,328,42.66,3.4,4.9,UPI,8/12/2024 4:59:00 PM,16,Monday,Weekday,August,Invalid,3.4,4.9,Invalid,Valid,Non-Peak
10/21/2024,6:06:08 AM,"""CNR4239039""",Cancelled by Customer,"""CID5633622""",Premier Sedan,Ghitorni,Chhatarpur,14.9,null,1,AC is not working,null,null,null,null,0,0,null,null,null,10/21/2024 6:06:00 AM,6,Monday,Weekday,October,Valid,0,0,Valid,Valid,Non-Peak
10/15/2024,11:25:04 AM,"""CNR3942728""",Completed,"""CID3899231""",Premier Sedan,Shastri Park,Rohini West,2.9,38.3,null,null,null,null,null,null,156,36.13,4.3,4.3,UPI,10/15/2024 11:25:00 AM,11,Tuesday,Weekday,October,Invalid,4.3,4.3,Invalid,Valid,Peak
3/6/2024,11:49:24 AM,"""CNR2282162""",Completed,"""CID7242372""",Go Sedan,Rithala,Noida Film City,9.4,36.3,null,null,null,null,null,null,105,44.08,4.7,4.9,Credit Card,3/6/2024 11:49:00 AM,11,Wednesday,Weekday,March,Invalid,4.7,4.9,Invalid,Valid,Peak
5/7/2024,11:55:31 AM,"""CNR4677505""",Cancelled by Driver,"""CID3339585""",Go Sedan,Akshardham,Delhi Gate,11.3,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,5/7/2024 11:55:00 AM,11,Tuesday,Weekday,May,Valid,0,0,Valid,Valid,Peak
7/28/2024,8:08:07 PM,"""CNR8185605""",Cancelled by Customer,"""CID9816010""",Go Sedan,IFFCO Chowk,Sultanpur,16.9,null,1,Change of plans,null,null,null,null,0,0,null,null,null,7/28/2024 8:08:00 PM,20,Sunday,Weekend,July,Valid,0,0,Valid,Valid,Peak
1/24/2024,10:32:59 AM,"""CNR5351433""",Completed,"""CID4736469""",Auto,Huda City Centre,Karkarduma,11.2,22,null,null,null,null,null,null,213,35.76,4.8,4.6,Debit Card,1/24/2024 10:32:00 AM,10,Wednesday,Weekday,January,Invalid,4.8,4.6,Invalid,Valid,Peak
8/29/2024,2:37:10 AM,"""CNR8880913""",Completed,"""CID4302311""",Bike,Kashmere Gate ISBT,Rajiv Chowk,11.2,19.6,null,null,null,null,null,null,620,45,4.6,3.1,Cash,8/29/2024 2:37:00 AM,2,Thursday,Weekday,August,Invalid,4.6,3.1,Invalid,Valid,Non-Peak
2/7/2024,9:52:08 PM,"""CNR3643495""",Cancelled by Driver,"""CID3072962""",Bike,Laxmi Nagar,ITO,6.8,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,2/7/2024 9:52:00 PM,21,Wednesday,Weekday,February,Valid,0,0,Valid,Valid,Peak
10/2/2024,11:59:15 PM,"""CNR8399435""",Completed,"""CID7010722""",Go Mini,South Extension,Vidhan Sabha,11.6,21.9,null,null,null,null,null,null,83,45.07,3.9,4.2,Credit Card,10/2/2024 11:59:00 PM,23,Wednesday,Weekday,October,Invalid,3.9,4.2,Invalid,Valid,Non-Peak
12/1/2024,1:31:45 PM,"""CNR5699093""",Cancelled by Driver,"""CID6044294""",Go Sedan,Badshahpur,Green Park,9.7,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,12/1/2024 1:31:00 PM,13,Sunday,Weekend,December,Valid,0,0,Valid,Valid,Non-Peak
12/30/2024,5:45:30 PM,"""CNR1090037""",Completed,"""CID2369298""",Bike,Ashok Vihar,Rohini,7.6,41.6,null,null,null,null,null,null,821,3.86,3.7,4.9,Uber Wallet,12/30/2024 5:45:00 PM,17,Monday,Weekday,December,Invalid,3.7,4.9,Invalid,Valid,Peak
7/6/2024,7:41:22 PM,"""CNR1672620""",Cancelled by Customer,"""CID9094427""",Go Mini,Jahangirpuri,Cyber Hub,16.2,null,1,Change of plans,null,null,null,null,0,0,null,null,null,7/6/2024 7:41:00 PM,19,Saturday,Weekend,July,Valid,0,0,Valid,Valid,Peak
1/27/2024,1:53:18 PM,"""CNR4811296""",Completed,"""CID7470261""",Premier Sedan,Pitampura,Delhi Gate,4.8,44.8,null,null,null,null,null,null,176,49.18,3.1,4.6,UPI,1/27/2024 1:53:00 PM,13,Saturday,Weekend,January,Invalid,3.1,4.6,Invalid,Valid,Non-Peak
12/26/2024,7:10:12 AM,"""CNR6421218""",Incomplete,"""CID2328704""",Go Mini,Nawada,Shastri Park,6.6,21.9,null,null,null,null,1,Customer Demand,315,7.41,null,null,UPI,12/26/2024 7:10:00 AM,7,Thursday,Weekday,December,Valid,0,0,Valid,Valid,Non-Peak
8/23/2024,11:47:22 AM,"""CNR7297536""",Completed,"""CID3104231""",Auto,DLF City Court,Pitampura,8.3,18.7,null,null,null,null,null,null,82,14.49,4.6,4.2,UPI,8/23/2024 11:47:00 AM,11,Friday,Weekday,August,Invalid,4.6,4.2,Invalid,Valid,Peak
4/28/2024,1:17:51 AM,"""CNR2290384""",Completed,"""CID6067378""",Uber XL,Nehru Place,Rajiv Chowk,14.8,40.4,null,null,null,null,null,null,221,15.3,4.1,4.5,UPI,4/28/2024 1:17:00 AM,1,Sunday,Weekend,April,Invalid,4.1,4.5,Invalid,Valid,Non-Peak
3/7/2024,12:34:46 PM,"""CNR2229358""",Cancelled by Customer,"""CID7586583""",Premier Sedan,Pragati Maidan,Subhash Chowk,6.1,null,1,Wrong Address,null,null,null,null,0,0,null,null,null,3/7/2024 12:34:00 PM,12,Thursday,Weekday,March,Valid,0,0,Valid,Valid,Non-Peak
1/2/2024,9:03:00 AM,"""CNR4246484""",Cancelled by Driver,"""CID4625807""",eBike,Munirka,Saidulajab,9.1,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,1/2/2024 9:03:00 AM,9,Tuesday,Weekday,January,Valid,0,0,Valid,Valid,Peak
1/21/2024,7:25:02 PM,"""CNR9882850""",Cancelled by Driver,"""CID8976182""",Auto,Vishwavidyalaya,Manesar,5,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,1/21/2024 7:25:00 PM,19,Sunday,Weekend,January,Valid,0,0,Valid,Valid,Peak
6/5/2024,1:02:32 PM,"""CNR3234899""",Completed,"""CID1908216""",Bike,Sohna Road,IGNOU Road,14.1,30.2,null,null,null,null,null,null,901,15.53,4.4,4.6,Uber Wallet,6/5/2024 1:02:00 PM,13,Wednesday,Weekday,June,Invalid,4.4,4.6,Invalid,Valid,Non-Peak
2/14/2024,2:46:37 PM,"""CNR9159821""",Completed,"""CID7212119""",Go Sedan,Saket A Block,Gurgaon Railway Station,4.8,24.7,null,null,null,null,null,null,1523,6.84,4,4.3,UPI,2/14/2024 2:46:00 PM,14,Wednesday,Weekday,February,Invalid,4,4.3,Invalid,Valid,Non-Peak
2/24/2024,11:05:49 PM,"""CNR3377580""",No Driver Found,"""CID3773482""",Auto,Adarsh Nagar,Huda City Centre,null,null,null,null,null,null,null,null,0,0,null,null,null,2/24/2024 11:05:00 PM,23,Saturday,Weekend,February,Invalid,0,0,Invalid,Valid,Non-Peak
1/19/2024,9:48:21 PM,"""CNR7286285""",Completed,"""CID6567281""",Premier Sedan,Yamuna Bank,Dilshad Garden,9.1,21.7,null,null,null,null,null,null,582,27.22,3.5,4.3,Cash,1/19/2024 9:48:00 PM,21,Friday,Weekday,January,Invalid,3.5,4.3,Invalid,Valid,Peak
7/2/2024,3:09:07 PM,"""CNR8901989""",Completed,"""CID4529927""",Auto,AIIMS,Jasola,3.6,18.6,null,null,null,null,null,null,133,31.65,3.2,4.4,UPI,7/2/2024 3:09:00 PM,15,Tuesday,Weekday,July,Invalid,3.2,4.4,Invalid,Valid,Non-Peak
2/27/2024,9:33:05 AM,"""CNR9222191""",Completed,"""CID9902256""",Auto,Green Park,Aya Nagar,6.8,21,null,null,null,null,null,null,508,38.25,3.2,5,Credit Card,2/27/2024 9:33:00 AM,9,Tuesday,Weekday,February,Invalid,3.2,5,Invalid,Valid,Peak
4/15/2024,12:25:23 PM,"""CNR6647107""",Cancelled by Customer,"""CID7253416""",Auto,Greater Kailash,Kashmere Gate ISBT,9.5,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,4/15/2024 12:25:00 PM,12,Monday,Weekday,April,Valid,0,0,Valid,Valid,Non-Peak
7/31/2024,10:13:15 PM,"""CNR9775227""",Completed,"""CID4405721""",Bike,Madipur,Chhatarpur,5,22,null,null,null,null,null,null,999,12.14,4.4,4.6,Uber Wallet,7/31/2024 10:13:00 PM,22,Wednesday,Weekday,July,Invalid,4.4,4.6,Invalid,Valid,Non-Peak
10/14/2024,11:39:15 PM,"""CNR5436498""",Completed,"""CID6124996""",Auto,Panchsheel Park,Janakpuri,11,25.8,null,null,null,null,null,null,713,9.76,4.3,4.1,UPI,10/14/2024 11:39:00 PM,23,Monday,Weekday,October,Invalid,4.3,4.1,Invalid,Valid,Non-Peak
12/23/2024,7:00:24 PM,"""CNR9394835""",Completed,"""CID3125278""",Premier Sedan,Mandi House,Sadar Bazar Gurgaon,14.3,35.2,null,null,null,null,null,null,96,10.63,4.7,4.5,UPI,12/23/2024 7:00:00 PM,19,Monday,Weekday,December,Invalid,4.7,4.5,Invalid,Valid,Peak
8/29/2024,7:47:03 PM,"""CNR7811486""",Completed,"""CID3203722""",Auto,Kanhaiya Nagar,Narsinghpur,11.4,36.8,null,null,null,null,null,null,595,15.32,4.6,5,UPI,8/29/2024 7:47:00 PM,19,Thursday,Weekday,August,Invalid,4.6,5,Invalid,Valid,Peak
9/6/2024,4:43:36 PM,"""CNR9208205""",Cancelled by Driver,"""CID2712013""",Go Sedan,Mayur Vihar,Sohna Road,4.8,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,9/6/2024 4:43:00 PM,16,Friday,Weekday,September,Valid,0,0,Valid,Valid,Non-Peak
3/22/2024,4:52:05 PM,"""CNR6583672""",Completed,"""CID2281519""",Auto,Ghitorni Village,Rajiv Nagar,12.2,20.5,null,null,null,null,null,null,256,8.76,4.5,5,Debit Card,3/22/2024 4:52:00 PM,16,Friday,Weekday,March,Invalid,4.5,5,Invalid,Valid,Non-Peak
12/11/2024,10:17:35 AM,"""CNR5706641""",Completed,"""CID5130718""",Auto,Adarsh Nagar,Connaught Place,11.8,37.2,null,null,null,null,null,null,449,22.4,4.9,4.5,Uber Wallet,12/11/2024 10:17:00 AM,10,Wednesday,Weekday,December,Invalid,4.9,4.5,Invalid,Valid,Peak
8/9/2024,10:33:01 PM,"""CNR8005201""",Cancelled by Driver,"""CID8692503""",Bike,Aya Nagar,Noida Sector 62,7.8,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,8/9/2024 10:33:00 PM,22,Friday,Weekday,August,Valid,0,0,Valid,Valid,Non-Peak
2/3/2024,7:43:12 PM,"""CNR7534075""",Completed,"""CID4275914""",Premier Sedan,Pataudi Chowk,Greater Kailash,13.4,40,null,null,null,null,null,null,373,12.73,4.6,4.2,Cash,2/3/2024 7:43:00 PM,19,Saturday,Weekend,February,Invalid,4.6,4.2,Invalid,Valid,Peak
7/24/2024,6:09:08 AM,"""CNR1712916""",Completed,"""CID9416242""",Go Mini,Badshahpur,Preet Vihar,2.4,38.5,null,null,null,null,null,null,445,28.77,4.2,4.2,UPI,7/24/2024 6:09:00 AM,6,Wednesday,Weekday,July,Invalid,4.2,4.2,Invalid,Valid,Non-Peak
10/19/2024,10:43:36 AM,"""CNR8081487""",Completed,"""CID1030753""",Premier Sedan,Mehrauli,Rithala,7.4,20.6,null,null,null,null,null,null,1563,8.86,4.7,4.6,Cash,10/19/2024 10:43:00 AM,10,Saturday,Weekend,October,Invalid,4.7,4.6,Invalid,Valid,Peak
10/29/2024,6:22:50 AM,"""CNR4056850""",Cancelled by Driver,"""CID5921257""",Auto,Indraprastha,Gurgaon Sector 29,4.1,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,10/29/2024 6:22:00 AM,6,Tuesday,Weekday,October,Valid,0,0,Valid,Valid,Non-Peak
2/7/2024,6:58:54 PM,"""CNR6714334""",No Driver Found,"""CID3077805""",Auto,Chirag Delhi,Saket,null,null,null,null,null,null,null,null,0,0,null,null,null,2/7/2024 6:58:00 PM,18,Wednesday,Weekday,February,Invalid,0,0,Invalid,Valid,Peak
3/29/2024,8:42:13 PM,"""CNR7702733""",No Driver Found,"""CID7542922""",Go Sedan,Botanical Garden,Delhi Gate,null,null,null,null,null,null,null,null,0,0,null,null,null,3/29/2024 8:42:00 PM,20,Friday,Weekday,March,Invalid,0,0,Invalid,Valid,Peak
5/15/2024,3:02:03 PM,"""CNR9212883""",Completed,"""CID7774837""",Go Sedan,Indirapuram,Botanical Garden,12.2,35.3,null,null,null,null,null,null,486,30.28,4.6,4.8,Debit Card,5/15/2024 3:02:00 PM,15,Wednesday,Weekday,May,Invalid,4.6,4.8,Invalid,Valid,Non-Peak
6/20/2024,11:34:09 AM,"""CNR9154108""",Completed,"""CID7990974""",Premier Sedan,Noida Film City,Tilak Nagar,4.3,33.1,null,null,null,null,null,null,480,40.38,4.2,3.7,Cash,6/20/2024 11:34:00 AM,11,Thursday,Weekday,June,Invalid,4.2,3.7,Invalid,Valid,Peak
9/14/2024,10:19:51 AM,"""CNR6429307""",Completed,"""CID6093452""",Bike,Jahangirpuri,Uttam Nagar,11.1,26.5,null,null,null,null,null,null,162,45.56,3.6,4.3,Credit Card,9/14/2024 10:19:00 AM,10,Saturday,Weekend,September,Invalid,3.6,4.3,Invalid,Valid,Peak
4/18/2024,5:43:38 PM,"""CNR4933209""",Completed,"""CID7088241""",Bike,Udyog Vihar Phase 4,Vinobapuri,7.1,34,null,null,null,null,null,null,964,47.18,4.6,4.6,Debit Card,4/18/2024 5:43:00 PM,17,Thursday,Weekday,April,Invalid,4.6,4.6,Invalid,Valid,Peak
